package,mentions,classification,has_bin,description,keywords,error
short-uuid,1,library,False,Create and translate standard UUIDs with shorter formats.,"uuid,guid,uid,node",
koa-compress,1,library,False,Compress middleware for koa,,
@cargo-ai/cli,1,cli,True,Command-line interface for the Cargo API,,
@types/pg,1,library,False,TypeScript definitions for pg,,
better-sqlite3,1,library,False,The fastest and simplest library for SQLite in Node.js.,"sql,sqlite,sqlite3,transactions,user-defined functions,aggregate functions,window functions,database",
@types/better-sqlite3,1,library,False,TypeScript definitions for better-sqlite3,,
@zenstackhq/plugin-policy,1,library,False,ZenStack plugin that enforces access control policies defined in the schema,,
@zenstackhq/server,1,library,False,ZenStack automatic CRUD API handlers and server adapters for popular frameworks,"fastify,express,nextjs,sveltekit,nuxtjs,elysia,tanstack-start",
ardi-agent,1,unknown,False,,,HTTP 404
iii-browser-sdk,1,library,False,"III SDK for the browser — no OpenTelemetry, no Node.js dependencies","iii,sdk,browser,websocket",
together-ai,1,cli,True,The official TypeScript library for the Together API,,
react-email-editor,1,library,False,Unlayer's Email Editor Component for React.js,"react,react-component,email,email-editor,email-builder,drag-and-drop,unlayer,wysiwyg",
vue-email-editor,1,library,False,The excellent drag-n-drop email editor by [Unlayer](https://unlayer.com/embed) as a [Vue](https://vuejs.org/) _wrapper component_. This is the most po,,
angular-email-editor,1,library,False,The excellent drag-n-drop email editor by [Unlayer](https://unlayer.com/embed) as a [Angular](https://angular.io/) _wrapper component_. This is the mo,,
squirrelscan,1,cli,True,"Website QA tool built for coding agents. 260+ rules across SEO, performance, security, accessibility & agent experience, from the CLI, cloud, or MCP.","seo,audit,cli,website,llm,accessibility,performance,security,crawler",
beautiful-mermaid,1,library,False,"Render Mermaid diagrams as beautiful SVGs or ASCII art. Ultra-fast, fully themeable, zero DOM dependencies.","mermaid,diagram,svg,ascii,flowchart,sequence-diagram,class-diagram,er-diagram,xychart,state-diagram,visualization,theming",
graphify-ts,1,cli,True,Code navigation layer for AI agents — AST extraction from 12 languages via tree-sitter WASM,"ai-agent,code-navigation,knowledge-graph,tree-sitter,ast,claude-code,skill",
picgo,1,cli,True,A tool for image uploading,"picture,upload,util",
@addfox/rsbuild-plugin-vue,1,library,False,"addfox plugin: enable Vue 3 (SFC, JSX via @rsbuild/plugin-vue-jsx) for the project",,
@rsbuild/plugin-preact,1,library,False,Preact plugin for Rsbuild,,
@rsbuild/plugin-svelte,1,library,False,Svelte plugin for Rsbuild,,
@rsbuild/plugin-solid,1,library,False,Solid plugin for Rsbuild,,
renovate,1,cli,True,Automated dependency updates. Flexible so you don't need to be.,"automated,azure,bazel,bitbucket,buildkite,dependencies,dependency,docker,gitea,github,gitlab,management,meteor,node,npm,outdated,php,pnpm,python,update,yarn",
@astrojs/cloudflare,1,library,False,Deploy your site to Cloudflare Workers,"withastro,astro-adapter",
@astrojs/check,1,cli,True,Type checking and diagnostics for Astro projects,,
p-queue,1,library,False,Promise queue with concurrency control,"promise,queue,enqueue,limit,limited,concurrency,throttle,throat,rate,batch,ratelimit,priority,priorityqueue,fifo,job,task,async,await,promises,bluebird",
@astrojs/sitemap,1,library,False,Generate a sitemap for your Astro site,"astro-integration,astro-component,seo,sitemap",
@kweaver-ai/kweaver-sdk,1,cli,True,KWeaver TypeScript SDK — CLI tool and programmatic API for knowledge networks and Decision Agents.,"cli,typescript,kweaver",
@serwist/next,1,library,False,A module that integrates Serwist into your Next.js application.,"serwist,serwistjs,sw,service worker,progressive web apps,web,service-worker,progressive-web-apps,next,next.js,pwa",
@serwist/precaching,1,library,False,A module that efficiently precaches assets.,"serwist,serwistjs,service worker,sw",
@serwist/strategies,1,library,False,A service worker helper library implementing common caching strategies.,"serwist,serwistjs,service worker,sw,router,routing",
create-next-app,1,cli,True,Create Next.js-powered React apps with one command,"react,next,next.js",
@dosu/cli,1,cli,True,Dosu CLI - Manage MCP servers for AI tools,,
neonctl,1,cli,True,Compatibility command for the Neon CLI,"neon,neonctl,cli,postgres,database,serverless",
@helpfeel/cosense-cli,1,cli,True,Cosense (旧Scrapbox) のページを読み・調べ・編集するAgent Skill用のCLI,,
ant-design-vue,1,library,False,An enterprise-class UI design language and Vue-based implementation,"vue,vue3,ant,design,antd,vueComponent,component,components,ui,framework,frontend",
axios,1,likely-cli (no bin field found),False,Promise based HTTP client for the browser and node.js,"xhr,http,ajax,promise,node,browser,fetch,rest,api,client",
@umijs/openapi,1,cli,True,[![GitHub Repo stars](https://img.shields.io/github/stars/chenshuai2144/openapi2typescript?style=social)](https://github.com/chenshuai2144/openapi2typ,,
@typescript-eslint/parser,1,library,False,An ESLint custom parser which leverages TypeScript ESTree,"ast,ecmascript,javascript,typescript,parser,syntax,eslint",
babel-plugin-react-compiler,1,library,False,Babel plugin for React Compiler.,,
hyperellipse,1,likely-cli (no bin field found),False,"Transparent polyfill for CSS corner-shape — squircles, superellipses, scoops, notches, and per-corner mixes","css,corner-shape,squircle,superellipse,polyfill,border-radius,clip-path",
@scope/package-b-v2,1,unknown,False,,,HTTP 404
@clerk/nextjs,1,library,False,Clerk SDK for NextJS,"clerk,typescript,nextjs,auth,authentication,passwordless,session,jwt",
cypress,1,cli,True,Cypress is a next generation front end testing tool built for the modern web,"automation,browser,cypress,cypress.io,e2e,end-to-end,integration,component,mocks,runner,spies,stubs,test,testing",
@kood/color-cli,1,cli,True,"CSS color converter CLI — accurate hex, rgb, oklch conversion with CSS Color Level 4 gamut mapping","color,css,oklch,hex,rgb,converter,cli,gamut-mapping,culori",
@unity/cli,1,unknown,False,,,HTTP 404
@mozilla/readability,1,library,False,A standalone version of the readability library used for Firefox Reader View.,,
turndown,1,library,False,A library that converts HTML to Markdown,"converter,html,markdown",
turndown-plugin-gfm,1,library,False,Turndown plugin to add GitHub Flavored Markdown extensions.,"turndown,turndown-plugin,html-to-markdown,html,markdown,github-flavored-markdown,gfm",
jira-adf-validator,1,unknown,False,,,HTTP 404
duckdb,1,library,False,DuckDB node.js API,"database,sql,duckdb",
twd-js,1,cli,True,"Test While Developing (TWD): in-browser test runner with a live sidebar UI. Works with React, Vue, Angular, Solid, Astro, Nuxt, HTMX and vanilla JS, o","testing,test-runner,in-browser-testing,browser-testing,component-testing,ui-testing,frontend-testing,react,react-testing,vue,angular,solid,preact,api-mocking,request-mocking,service-worker,twd,tdd,typescript",
twd-relay,1,cli,True,WebSocket relay for TWD — enables AI agents and external tools to run and observe in-browser tests,,
localtunnel,1,cli,True,Expose localhost to the world,,
@tiptap/core,1,library,False,headless rich text editor,"headless,prosemirror,text editor,tiptap,wysiwyg",
@tiptap/starter-kit,1,library,False,starter kit for tiptap,"tiptap,tiptap starter kit",
@wellgrow/cli,1,cli,True,WellGrow CLI — AI chat assistant with agent system,,
@google/clasp,1,cli,True,Develop Apps Script Projects locally,"Apps,Script,SDK,API,script.google.com,extension,add-on",
@agent-canvas/cli,1,cli,True,CLI tool for Agent Canvas - Excalidraw interface for AI agents,"excalidraw,canvas,ai,agent,cli,drawing",
@difflabai/ats-cli,1,cli,True,CLI for Agent Task Service - task orchestration between AI agents and humans,"ats,agent,task,orchestration,cli,ai,agent-task-service",
cisco-dime,1,cli,True,A library to pull files from Cisco UC applications (VOS) via DIME,"cisco,node,dime,multipart,cucm,vos",
json-variables,1,library,False,"Resolves custom-marked, cross-referenced paths in parsed JSON","comb,files,fill,json,keys,keyset,normalise,normalize,postprocessor,preprocessor,process,processor,same,schema,templating,variable,variables",
csv-parse,1,library,False,CSV parsing implementing the Node.js `stream.Transform` API,"csv,parse,parser,convert,tsv,stream,backend,frontend",
@clerk/clerk-react,1,library,False,Clerk React library,"clerk,react,auth,authentication,passwordless,session,jwt",
convex-test,1,library,False,A JS mock of the Convex backend for testing your Convex functions.,"test,jest,vitest,convex",
@volcengine/cli,1,cli,True,Volcengine CLI npm installer,"volcengine,cli,cloud,火山引擎",
@volcengine/ark-cli,1,cli,True,火山方舟 ARK 平台命令行工具,,
@gw-tools/gw,1,cli,True,A command-line tool for managing git worktrees - copy files between worktrees with ease,"git,worktree,cli,developer-tools,secrets,env-files",
@testing-library/jest-dom,1,library,False,Custom jest matchers to test the state of the DOM,"testing,dom,jest,jsdom",
@testing-library/user-event,1,library,False,Fire events the same way the user does,"react-testing-library,dom-testing-library,react,testing",
vitest-axe,1,library,False,Custom Vitest matcher for testing accessibility with aXe. Forked from jest-axe.,,
@strudel/web,1,library,False,"Easy to setup, opiniated bundle of Strudel for the browser.","tidalcycles,strudel,pattern,livecoding,algorave",
@stoplight/spectral-cli,1,cli,True,[![](https://raw.githubusercontent.com/stoplightio/spectral/develop/docs/img/readme-header.svg)](https://stoplight.io/api-governance?utm_source=github,,
@openwebf/webf-share,1,library,False,"WebF Share module for sharing content, text, and images","webf,flutter,native,module",
@openwebf/react-core-ui,1,library,False,Core UI components for WebF React applications,,
@tomasward/whoop-cli,1,cli,True,Agent-first CLI for the WHOOP API,"whoop,health,fitness,cli,api,hrv,recovery,sleep,strain,insights,trends",
@blecsd/media,1,library,False,"Media rendering for blECSd - GIF/PNG parsers, ANSI rendering, image and video widgets","terminal,media,gif,png,image,video,tui,blecsd",
@blecsd/audio,1,library,False,Audio management hooks and channels for blECSd terminal applications,"terminal,audio,sound,tui,blecsd",
@blecsd/game,1,library,False,Game loop and createGame API for blECSd terminal games,"terminal,game,gameloop,tui,ecs,blecsd",
@blecsd/ai,1,library,False,"AI-focused widgets for blECSd - conversation, streaming markdown, token tracking, tool use, agent workflow","terminal,ai,llm,conversation,streaming,tui,blecsd",
@openai/agents,1,library,False,The OpenAI Agents SDK is a lightweight yet powerful framework for building multi-agent workflows.,"openai,agents,ai,agentic",
@youdotcom-oss/langchain,1,library,False,LangChain.js tools for the hosted You.com MCP server,"ai,langchain,langchain-tools,you,search,web-search,content-extraction,ai-agents",
@napi-rs/canvas,1,library,False,Canvas for Node.js with skia backend,"napi-rs,NAPI,N-API,Rust,node-addon,node-addon-api,canvas,image,pdf,svg,skia",
geekbot-cli,1,cli,True,"CLI tool for managing Geekbot standups, reports, and polls — designed for AI agents and humans","geekbot,standup,cli,ai-agent,skill",
@internal/extension-author-tools,1,unknown,False,,,HTTP 404
apify-client,1,library,False,Apify API client for JavaScript,"apify,api,apifier,crawler,scraper",
@alipay/agent-payment,1,cli,True,Helper scripts for managing alipay-bot-cli and openclaw plugin,,
vite-plugin-db,1,library,False,[DEPRECATED] This package has been renamed to 'vite-plugin-neon-new'. Please use 'vite-plugin-neon-new' instead.,"neon,database,postgres,vite,deprecated",
@gitbeaker/cli,1,cli,True,CLI implementation of the GitLab API.,"gitlab,api,cli,gitbeaker",
jira.js,1,likely-cli (no bin field found),False,"Modern Jira REST API client for JavaScript and TypeScript. Full-featured library for the Jira Cloud platform API, Jira Agile API, and Jira Service Man","jira,jira api,jira rest api,jira cloud,jira client,jira sdk,jira agile,jira service desk,jira software,atlassian,atlassian jira,javascript,typescript,nodejs,rest api,api client,esm,type definitions,tree shaking",
@programasweights/web,1,library,False,Run PAW (Programs as Weights) neural programs in the browser via WebAssembly,"neural-programs,llm,lora,browser-inference,wasm,gpt2,programasweights,paw",
@better-i18n/next,1,library,False,Better-i18n Next.js integration,"i18n,localization,nextjs,next-intl,cdn",
@better-i18n/use-intl,1,library,False,"Better i18n integration for use-intl (React, TanStack Start)","i18n,localization,internationalization,react,tanstack,use-intl,next-intl",
@better-i18n/core,1,library,False,Framework-agnostic core utilities for Better i18n,"i18n,localization,internationalization,cdn,translations",
@better-i18n/expo,1,library,False,Better i18n backend plugin for i18next in Expo/React Native,"i18n,localization,internationalization,expo,react-native,i18next,cdn,translations,offline",
@better-i18n/sdk,1,library,False,Content SDK for Better i18n - headless CMS client for fetching content models and entries,"content,sdk,headless-cms,better-i18n,cms",
tigeropen,1,library,False,"Tiger Brokers OpenAPI TypeScript SDK for market data, trading, and real-time push","tiger,openapi,sdk,trading,stock",
apaas-oapi-client,1,cli,True,aPaaS OpenAPI Node.js 客户端 SDK，内置 AI Agent 友好的模块化 Skills 与 Schema 辅助规则。,"apaas,openapi,nodejs,sdk,ai-agent,codex-skill",
@perplexityai/perplexity,1,unknown,False,,,HTTP 404
@tavily/core,1,library,False,Official JavaScript library for Tavily.,"search,crawl,extract,agent,ai,tavily",
@klingai/cli-cn,1,cli,True,可灵 Kling AI 文生图 / 参考图生图 / 文生视频 / 图生视频 CLI（薄 MCP client）,,
@klingai/cli-global,1,cli,True,"Kling AI CLI for text-to-image, image-to-image, text-to-video, and image-to-video generation (thin MCP client)",,
agent-message,1,cli,True,Agent Message CLI and local stack launcher for macOS,,
zustand,1,library,False,🐻 Bear necessities for state management in React,"react,state,manager,management,redux,store",
@tursodatabase/database,1,library,False,"<p align=""center"">   <h1 align=""center"">Turso Database for JavaScript in Node</h1> </p>",,
@tursodatabase/serverless,1,library,False,"<p align=""center"">   <h1 align=""center"">Turso Serverless Driver for JavaScript</h1> </p>",,
@tursodatabase/sync,1,library,False,"<p align=""center"">   <h1 align=""center"">Turso Database for JavaScript in Node</h1> </p>",,
@tursodatabase/database-wasm,1,library,False,"<p align=""center"">   <h1 align=""center"">Turso Database for JavaScript in Browser</h1> </p>",,
@tursodatabase/sync-wasm,1,library,False,"<p align=""center"">   <h1 align=""center"">Turso Database for JavaScript in Browser</h1> </p>",,
@tursodatabase/sync-react-native,1,library,False,React Native bindings for TursoDB,"react-native,ios,android,sqlite,database,turso,tursodb",
@fluentui/react-components,1,library,False,Suite package for converged React components,,
@salesforce/agentforce-conversation-client,1,library,False,Agentforce Conversation Client SDK for embedding via Lightning Out 2.0,,
@proggarapsody/bitbottle,1,cli,True,Bitbucket CLI for Server/Data Center and Cloud — npm wrapper for bitbottle,"mcp,bitbucket,claude,ai,cli",
bullmq,1,library,False,Queue for messages and jobs based on Redis,"bull,bullmq,queues,jobs,redis",
@honcho-ai/sdk,1,library,False,Official DX Optimized TypeScript SDK for Honcho,,
@honcho-ai/vercel-ai-sdk,1,library,False,"Honcho memory for the Vercel AI SDK -- persistent identity, theory-of-mind, dialectic reasoning","ai,ai-sdk,honcho,memory,personalization,tools,vercel-ai,openai",
nansen-cli,1,cli,True,"AI-agent CLI for Nansen API analytics, DEX swaps, and cross-chain trading","nansen,crypto,blockchain,api,cli,ai-agent,smart-money,onchain,defi,trading,dex,swaps,solana,ethereum",
@hubspot/cli,1,cli,True,The official CLI for developing on HubSpot,,
cerul,1,library,False,The video search layer for AI agents — TypeScript SDK,"cerul,video-search,ai-agent,api,mcp,video",
@xmtp/convos-cli,1,cli,True,A command-line interface for Convos — privacy-focused messaging built on XMTP,"convos,xmtp,messaging,privacy,ephemeral,per-conversation-identity",
xyz,1,cli,True,Publish npm packages with fewer screw-ups,"cli,publish,release,tool",
react-native-reanimated,1,library,False,More powerful alternative to Animated library for React Native.,"react-native,react,native,reanimated",
@radix-ui/react-slot,1,library,False,,,
langsmith,1,library,False,Client library to connect to the LangSmith Observability and Evaluation Platform.,"LLM,Tracing,Evaluation,LangChain",
eslint-plugin-obsidianmd,1,cli,True,Validates guidelines for Obsidian plugins,"eslint,eslintplugin,eslint-plugin,obsidian,obsdmd",
@jackwener/wx-cli,1,cli,True,Query your local WeChat data from the command line. Designed for LLM agent tool calls.,"wechat,cli,wx,llm,ai,sqlite,sqlcipher",
livetennisapi,1,cli,True,"Official JavaScript/TypeScript client for the Live Tennis API — real-time tennis scores, players and fixtures over REST and WebSocket, for ATP, WTA, C","tennis,tennis-api,live-scores,livescore,sports,sports-api,sports-data,atp,wta,itf,odds,api-client,sdk,typescript,websocket,real-time",
livetennisapi-ai,1,unknown,False,,,HTTP 404
affine-mcp-server,1,cli,True,"Model Context Protocol server for AFFiNE - enables AI assistants to interact with AFFiNE workspaces, documents, and collaboration features.","mcp,affine,model-context-protocol,ai,claude,knowledge-base",
continues,1,cli,True,"Never lose context. Resume any AI coding session across Claude Code, Codex, Copilot, Gemini CLI, Cursor, Amp, Cline, Roo Code, Kilo Code, Kiro, Crush,","ai,coding-assistant,codex,claude,copilot,gemini,opencode,droid,factory,session,resume,context,cli,developer-tools,productivity,rate-limit,session-handoff,context-switch,cross-tool,cursor",
web3-devkit-cli,1,unknown,False,,,HTTP 404
@box0/cli,1,cli,True,Multi-agent platform for AI agents,,
@sentry/node,1,library,False,Sentry Node SDK using OpenTelemetry for performance instrumentation,,
@sentry/profiling-node,1,cli,True,Official Sentry SDK for Node.js Profiling,,
@rds-vue-ui/rds-theme-base,1,unknown,False,,,HTTP 404
sass-embedded,1,cli,True,Node.js library that communicates with Embedded Dart Sass using the Embedded Sass protocol,,
@alchemy/cli,1,cli,True,Alchemy CLI — interact with blockchain data,"alchemy,blockchain,ethereum,cli",
downshift,1,library,False,"🏎 A set of primitives to build simple, flexible, WAI-ARIA compliant React autocomplete, combobox or select dropdown components.","enhanced input,react,autocomplete,autosuggest,typeahead,dropdown,select,combobox,omnibox,accessibility,WAI-ARIA,multiselect,multiple selection",
@githubnext/github-copilot-cli,1,cli,True,A CLI experience for letting GitHub Copilot help you on the command line.,,
slidev-theme-name,1,library,False,Reserved name placeholder. No functionality.,,
payram,1,library,False,Payram TypeScript SDK (server-side) generated from OpenAPI with a handwritten guardrails layer.,,
@syncfusion/ej2-react-popups,1,library,False,A package of Essential JS 2 popup components such as Dialog and Tooltip that is used to display information or messages in separate pop-ups. for React,"react,react-dialog,react-tooltip,react-spinner,react-modal,react-alert,react-popup,react-loading-indicator,react-waiting-popup,react-loader,react-busy-indicator,react-waitingfor-loader,react-template-tooltip,react-positional-tooltip,react-ajax-tooltip,react-tooltip-component",
@syncfusion/ej2-react-layouts,1,library,False,A package of Essential JS 2 layout pure CSS components such as card and avatar. The card is used as small container to show content in specific struct,"react-splitter,react-split-panes,react-split-area,react-split-view,react-split-layout,react-dashboardlayout,react-timeline",
@syncfusion/ej2-react-buttons,1,library,False,"A package of feature-rich Essential JS 2 components such as Button, CheckBox, RadioButton and Switch. for React","react,reactjs,ej2-react-buttons,react-button,react-checkbox,react-radiobutton,react-switch,react-fab,react-speeddial,react-smartpaste",
@syncfusion/ej2-angular-circulargauge,1,library,False,Essential JS 2 CircularGauge Components for Angular,"angular,ng-circulargauge,ej2-ng-circulargauge",
oh-my-opencode,1,cli,True,"The Best AI Agent Harness - Batteries-Included OpenCode Plugin with Multi-Model Orchestration, Parallel Background Agents, and Crafted LSP/AST Tools","opencode,plugin,oracle,librarian,agents,ai,llm",
checkout-intents,1,library,False,The official TypeScript library for the Checkout Intents API,,
coding-agent-harness,1,cli,True,Document governance kernel for long-running coding agents.,"agent,coding-agent,codex,claude-code,gemini-cli,harness,ai-engineering,workflow,governance",
@aspect-build/resvg,1,unknown,False,,,HTTP 404
@whop/sdk,1,library,False,The official TypeScript library for the Whop API,,
@whop/checkout,1,library,False,Embed Whop checkout on any website,"checkout,embedded,payments,whop",
@whop/embedded-components-react-js,1,library,False,React components for Whop.js,"React,Whop,Whop.js,embedded,payments,payouts",
@whop/embedded-components-vanilla-js,1,library,False,Whop Elements loading utility,"Elements,Whop,Whop.js,embedded,payments,payouts",
@sap/joule-studio-cli,1,cli,True,Deploy and manage digital assistants,,
@camunda8/sdk,1,library,False,[![NPM](https://nodei.co/npm/@camunda8/sdk.png)](https://www.npmjs.com/package/@camunda8/sdk),"zeebe,zeebe-node,camunda,automation,bpmn,camunda 8,operate,optimize,tasklist,web modeler,modeler",
@camunda8/cli,1,cli,True,Camunda 8 CLI - minimal-dependency CLI for Camunda 8 operations,"camunda,camunda8,cli,bpmn,workflow,orchestration",
@remotion/cli,1,cli,True,Control Remotion features using the `npx remotion` command,"remotion,ffmpeg,video,react,player",
@remotion/player,1,library,False,React component for embedding a Remotion preview into your app,"remotion,ffmpeg,video,react,player",
@argo-video/cli,1,cli,True,Turn Playwright demo scripts into polished product demo videos with AI voiceover,,
deno,1,cli,True,A modern runtime for JavaScript and TypeScript.,"runtime,typescript",
context-overflow-cli,1,cli,True,CLI for Context Overflow — a shared knowledge network for AI agents,"context-overflow,ai,agents,cli,knowledge-base",
bknd,1,cli,True,"Lightweight Firebase/Supabase alternative built to run anywhere — incl. Next.js, React Router, Astro, Cloudflare, Bun, Node, AWS Lambda & more.","backend,database,authentication,media,workflows,api,jwt,serverless,cloudflare,nextjs,remix,react-router,astro,sveltekit,svelte,bun,node",
uifork,1,cli,True,CLI tool and React components for managing UI component versions and switching between them,"ab-testing,cli,components,react,switcher,ui,versioning",
swr,1,library,False,React Hooks library for remote data fetching,"swr,react,hooks,request,cache,fetch",
@neo4j/graphql-ogm,1,library,False,GraphQL powered OGM for Neo4j and Javascript applications,"neo4j,graphql,ogm",
@outlit/cli,1,cli,True,CLI for querying Outlit customer context and installing agent skills,"outlit,cli,customer-context,customer-intelligence,ai-agents,mcp,skills",
@liaisonio/cli,1,cli,True,"Liaison Cloud CLI — manage connectors, entries, and applications from the command line","liaison,liaison-cloud,cli,edge,tunnel,agent",
@ai-sdk/react,1,library,False,[React](https://react.dev/) UI components for the [AI SDK](https://ai-sdk.dev/docs):,"ai,react",
dev,1,cli,True,Reruns the given file whenever the current working dir subtree has modifications. Note: this module will be rewritten and change functionality.,,
clawbase-relay,1,cli,True,,,
tronweb,1,library,False,JavaScript SDK that encapsulates the TRON HTTP API,"TRON,tronweb",
@bankofai/agent-wallet,1,cli,True,Universal multi-chain secure signing SDK for AI agents,"wallet,signing,blockchain,evm,tron,agent,mcp,eip712",
surrealdb,1,library,False,The official SurrealDB SDK for JavaScript.,"surrealdb,surrealdb.js,query builder,orm",
autoevals,1,library,False,Universal library for evaluating AI models,,
@anthropic-ai/copilot-cli,1,unknown,False,,,HTTP 404
react-call,1,library,False,Call your React components,,
@aigne/cli,1,cli,True,Your command center for agent development,,
cline,1,cli,True,"Autonomous coding agent CLI - capable of creating/editing files, running commands, using the browser, and more","cline,claude,dev,mcp,openrouter,coding,agent,autonomous,chatgpt,sonnet,ai,llama,cli",
json-logic-js,1,library,False,"Build complex rules, serialize them as JSON, and execute them in JavaScript","json,logic,jsonlogic,rules",
xreach-cli,1,cli,True,"Fast X/Twitter CLI — search, read, and extract. Part of the Agent Reach ecosystem.","twitter,x,scraper,cli,agent-reach,tweets,search,graphql,social-media",
supertest,1,library,False,SuperAgent driven library for testing HTTP servers,"bdd,http,request,superagent,tdd,test,testing",
bcryptjs,1,cli,True,"Optimized bcrypt in plain JavaScript with zero dependencies, with TypeScript support. Compatible to 'bcrypt'.","bcrypt,password,auth,authentication,encryption,crypt,crypto",
mongoose,1,library,False,Mongoose MongoDB ODM,"mongodb,document,model,schema,database,odm,data,datastore,query,nosql,orm,db",
@chenglou/pretext,1,library,False,"Fast, accurate & comprehensive text measurement & layout","text-layout,text-measurement,line-breaking,typography,canvas,svg,unicode",
@cerebras/cerebras_cloud_sdk,1,library,False,The official TypeScript library for the Cerebras API,,
@noxinfluencer/cli,1,cli,True,"NoxInfluencer CLI — agent-friendly creator discovery, analysis, contact lookup, quota, pricing, monitoring & marketing ops","noxinfluencer,cli,creator,influencer,kol",
genkit,1,library,False,Genkit AI framework,"genkit,ai,genai,generative-ai",
commander,1,likely-cli (no bin field found),False,the complete solution for node.js command-line programs,"commander,command,option,parser,cli,argument,args,argv",
jbctl,1,cli,True,CLI bridge for JetBrains IDE MCP Server,,
@steipete/bird,1,cli,True,CLI tool for tweeting and replying via Twitter/X GraphQL API,,
hoosat-sdk,1,likely-cli (no bin field found),False,"TypeScript SDK for Hoosat blockchain: full node integration, crypto utilities, real-time UTXO streaming, transaction building, dynamic fee estimation,","hoosat,htn,blockchain,grpc,sdk,cryptocurrency,node,client",
hoosat-sdk-web,1,library,False,"Browser-compatible TypeScript SDK for Hoosat blockchain - crypto, transactions, QR codes","hoosat,blockchain,crypto,wallet,browser,web3,cryptocurrency,transaction,ecdsa,secp256k1,qrcode",
tailwind-merge,1,library,False,Merge Tailwind CSS classes without style conflicts,"tailwindcss,tailwind,css,classes,className,classList,merge,conflict,override",
qrcode,1,cli,True,QRCode / 2d Barcode api with both server side and client side support using canvas,"qr,code,canvas,qrcode",
telegraf,1,cli,True,Modern Telegram Bot Framework,"telegraf,telegram,telegram bot api,bot,botapi,bot framework",
openadviser,1,cli,True,"Open-source adviser bridge that lets local AI agents consult ChatGPT, Grok, and other web AI providers through a Chrome extension.","openadviser,ai-agent,advisor,adviser,chatgpt,grok,xiaohongshu,chrome-extension,browser-automation",
ink,1,likely-cli (no bin field found),False,React for CLI,"react,cli,jsx,stdout,components,command-line,preact,redux,print,render,colors,text",
repomix,1,cli,True,A tool to pack repository contents to single file for AI consumption,"repository,generative-ai,ai,llm,source-code,code-analysis,codebase-packer,development-tool,ai-assistant,code-review",
@xmindltd/xmind-cli,1,cli,True,XMind CLI — Create and edit .xmind files for AI Agents,"xmind,mindmap,cli,ai,agent,claude-code,cursor,codex",
markdownlint-cli,1,cli,True,MarkdownLint Command Line Interface,"markdown,markdownlint,cli,cli-app",
mta,1,cli,True,[![CircleCI](https://circleci.com/gh/SAP/cloud-mta.svg?style=svg&circle-token=ecedd1dce3592adcd72ee4c61481972c32dcfad7)](https://circleci.com/gh/SAP/c,,
@inkeep/open-knowledge,1,cli,True,,,
@baidu/mapv-three,1,unknown,False,,,HTTP 404
@dynatrace/react-native-plugin,1,cli,True,This plugin gives you the ability to use the Dynatrace Mobile agent in your react native application.,"react-native,dynatrace,mobile,android,ios,performance,monitoring",
@anthropic-ai/mcp-playwright,1,unknown,False,,,HTTP 404
plaid,1,library,False,A node.js client for the Plaid API,"plaid,plaid.com",
react-plaid-link,1,library,False,A React component for Plaid Link,"react,react-component,plaid",
aiusd-pro,1,cli,True,AIUSD Pro — AI-powered trading agent with built-in reasoning.,"agent-skill,aiusd,trading,natural-language",
napkin-ai,1,cli,True,"🧻 Knowledge system for agents. Local-first, file-based, progressively disclosed.","obsidian,cli,markdown,vault,notes,tasks,tags,search,local-first",
lark-hirono,1,cli,True,"Feishu (Lark) doc creation pipeline — markdown to styled Feishu documents with heading numbering, table conversion, and upload workflow","feishu,lark,markdown,document,pipeline,lark-table",
@reflexautomation/browser-cli,1,unknown,False,,,HTTP 404
@backnotprop/orchestrator-cli,1,cli,True,Local CLI for agents orchestrating models and other agents across providers.,"agents,ai,cli,orchestration",
@dokploy/cli,1,cli,True,A CLI to manage dokploy server remotely,"dokploy,cli",
@every-env/spiral-cli,1,cli,True,CLI for Spiral API - generate writing in your voice,"spiral,cli,ai,writing,content,every",
@openclaw/flyai,1,unknown,False,,,HTTP 404
questlog-ai,1,cli,True,Quest Log — event-sourced task management system with MCP interface,,
@openduo/finflow,1,cli,True,"Unified financial CLI — jin10, cls, xueqiu, gelonghui","finflow,financial,cli,jin10,cls,xueqiu,gelonghui,stock,A股",
hexo-cli,1,cli,True,Command line interface for Hexo,"website,blog,cms,framework,hexo,cli",
clawhub,1,cli,True,"ClawHub CLI \u2014 install, update, search, and publish skills plus OpenClaw packages.",,
md-to-pdf,1,cli,True,CLI tool for converting Markdown files to PDF.,"markdown-to-pdf,cli,pdf-generation,documentation,assignments,homework,markdown,pdf,puppeteer,headless-chrome,html-to-pdf",
genmedia,1,cli,True,AI media generation CLI powered by fal.ai,"ai,media,image,video,generation,fal,cli",
mdx2vast,1,cli,True,CLI to convert MDX to HTML while preserving JSX and expressions.,"mdx,html,jsx,vale",
supermemory-mcp,1,cli,True,本地 MCP 记忆服务 - AI 写代码时自动记录，纯本地运行，无需 API Key,"mcp,memory,ai,claude,opencode,local,vector-search,knowledge-graph,model-context-protocol",
@astrojs/react,1,library,False,Use React components within Astro,"astro-integration,astro-component,renderer,react",
@webflow/webflow-cli,1,cli,True,"The Webflow CLI lets you manage Webflow sites, CMS content, forms, assets, and code components from the command line.",,
